base_model	task	variant	category	endpoint	n	lora_score	variant_score	delta	bootstrap_ci_low	bootstrap_ci_high	lora_only_correct	variant_only_correct	mcnemar_exact_p	mcnemar_exact_p_holm	mcnemar_exact_p_bh_fdr
Llama-3.1-8B-Instruct	tulu	tail_only	all	prompt_strict	541	0.6229205175600739	0.6173752310536045	-0.00554528650646946	-0.027726432532347505	0.0166358595194085	21	18	0.7492586247608415	1.0	1.0
Llama-3.1-8B-Instruct	tulu	tail_only	all	prompt_loose	541	0.6728280961182994	0.66728280961183	-0.00554528650646946	-0.027726432532347505	0.0166358595194085	21	18	0.7492586247608415	1.0	1.0
Llama-3.1-8B-Instruct	tulu	tail_only	all	instruction_strict	834	0.7302158273381295	0.7230215827338129	-0.007194244604316613	-0.02482324567199683	0.010012515644555695	31	25	0.5044037600228256	1.0	0.8781386462882096
Llama-3.1-8B-Instruct	tulu	tail_only	all	instruction_loose	834	0.7757793764988009	0.7685851318944844	-0.007194244604316502	-0.02392416124688422	0.00975639536615146	29	23	0.48845566937989204	1.0	0.8781386462882096
Llama-3.1-8B-Instruct	tulu	tail_only	change_case	strict	89	0.8651685393258427	0.8426966292134831	-0.022471910112359605	-0.07	0.020838815789473605	3	1	0.625	1.0	0.9630350194552529
Llama-3.1-8B-Instruct	tulu	tail_only	change_case	loose	89	0.898876404494382	0.8876404494382022	-0.011235955056179803	-0.05063291139240506	0.025	2	1	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	tail_only	combination	strict	65	0.676923076923077	0.6615384615384615	-0.015384615384615441	-0.05263157894736842	0.0	1	0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	tail_only	combination	loose	65	0.6923076923076923	0.676923076923077	-0.01538461538461533	-0.05172413793103448	0.0	1	0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	tail_only	detectable_content	strict	53	0.660377358490566	0.7358490566037735	0.07547169811320753	-0.05357142857142857	0.2	4	8	0.3876953125	1.0	0.7714941896984925
Llama-3.1-8B-Instruct	tulu	tail_only	detectable_content	loose	53	0.7358490566037735	0.7924528301886793	0.05660377358490576	-0.06818181818181818	0.18518518518518517	4	7	0.548828125	1.0	0.9093553870292888
Llama-3.1-8B-Instruct	tulu	tail_only	detectable_format	strict	157	0.7070063694267515	0.7197452229299363	0.01273885350318471	-0.01818181818181818	0.04444798301486195	2	4	0.6875	1.0	1.0
Llama-3.1-8B-Instruct	tulu	tail_only	detectable_format	loose	157	0.7452229299363057	0.7452229299363057	0.0	-0.030864197530864196	0.031055900621118012	3	3	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	tail_only	keywords	strict	163	0.7239263803680982	0.6932515337423313	-0.030674846625766916	-0.08333333333333333	0.020833333333333332	12	7	0.359283447265625	1.0	0.7608355353860294
Llama-3.1-8B-Instruct	tulu	tail_only	keywords	loose	163	0.7791411042944786	0.754601226993865	-0.024539877300613577	-0.07975541704738284	0.03164556962025317	13	9	0.5234670639038086	1.0	0.8935041263185698
Llama-3.1-8B-Instruct	tulu	tail_only	language	strict	31	0.0	0.0	0.0	0.0	0.0	0	0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	tail_only	language	loose	31	0.0	0.0	0.0	0.0	0.0	0	0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	tail_only	length_constraints	strict	143	0.6993006993006993	0.6713286713286714	-0.027972027972027913	-0.07692307692307693	0.019867549668874173	8	4	0.3876953125	1.0	0.7714941896984925
Llama-3.1-8B-Instruct	tulu	tail_only	length_constraints	loose	143	0.7902097902097902	0.7762237762237763	-0.013986013986013957	-0.04861111111111111	0.01948370257193782	4	2	0.6875	1.0	1.0
Llama-3.1-8B-Instruct	tulu	tail_only	punctuation	strict	66	0.9545454545454546	0.9545454545454546	0.0	0.0	0.0	0	0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	tail_only	punctuation	loose	66	0.9848484848484849	0.9696969696969697	-0.015151515151515138	-0.05063291139240506	0.0	1	0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	tail_only	startend	strict	67	0.9104477611940298	0.9104477611940298	0.0	-0.043478260869565216	0.043478260869565216	1	1	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	tail_only	startend	loose	67	0.9104477611940298	0.9104477611940298	0.0	-0.043478260869565216	0.043478260869565216	1	1	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	hns	all	prompt_strict	541	0.6229205175600739	0.6432532347504621	0.020332717190388205	-0.011090573012939002	0.04990757855822551	31	42	0.24164472314075197	1.0	0.6339079807391234
Llama-3.1-8B-Instruct	tulu	hns	all	prompt_loose	541	0.6728280961182994	0.7005545286506469	0.027726432532347522	0.0	0.05730129390018484	25	40	0.08168153394154005	1.0	0.3515857330527159
Llama-3.1-8B-Instruct	tulu	hns	all	instruction_strict	834	0.7302158273381295	0.7470023980815348	0.016786570743405282	-0.0072291336637260745	0.0407673860911271	43	57	0.19334790449564246	1.0	0.5844715280936978
Llama-3.1-8B-Instruct	tulu	hns	all	instruction_loose	834	0.7757793764988009	0.7937649880095923	0.017985611510791366	-0.0024096385542168677	0.03900824625456375	34	49	0.12385305946180145	1.0	0.45837207053152684
Llama-3.1-8B-Instruct	tulu	hns	change_case	strict	89	0.8651685393258427	0.7528089887640449	-0.1123595505617978	-0.19753086419753085	-0.034482758620689655	12	2	0.012939453125	1.0	0.09488932291666667
Llama-3.1-8B-Instruct	tulu	hns	change_case	loose	89	0.898876404494382	0.8202247191011236	-0.0786516853932584	-0.15384615384615385	-0.010638297872340425	9	2	0.0654296875	1.0	0.2978178879310345
Llama-3.1-8B-Instruct	tulu	hns	combination	strict	65	0.676923076923077	0.7230769230769231	0.0461538461538461	-0.016129032258064516	0.11865415657788525	1	4	0.375	1.0	0.7654639175257731
Llama-3.1-8B-Instruct	tulu	hns	combination	loose	65	0.6923076923076923	0.7384615384615385	0.04615384615384621	-0.016666666666666666	0.11667207792207784	1	4	0.375	1.0	0.7654639175257731
Llama-3.1-8B-Instruct	tulu	hns	detectable_content	strict	53	0.660377358490566	0.7358490566037735	0.07547169811320753	-0.07273835920177382	0.2222222222222222	6	10	0.454498291015625	1.0	0.8570539202008929
Llama-3.1-8B-Instruct	tulu	hns	detectable_content	loose	53	0.7358490566037735	0.7547169811320755	0.018867924528301994	-0.125	0.16279069767441862	7	8	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	hns	detectable_format	strict	157	0.7070063694267515	0.7643312101910829	0.05732484076433131	0.013157894736842105	0.10366447576813421	2	11	0.0224609375	1.0	0.15335398706896552
Llama-3.1-8B-Instruct	tulu	hns	detectable_format	loose	157	0.7452229299363057	0.7961783439490446	0.05095541401273895	0.011297848028946868	0.0958904109589041	2	10	0.03857421875	1.0	0.21821986607142857
Llama-3.1-8B-Instruct	tulu	hns	keywords	strict	163	0.7239263803680982	0.7607361963190185	0.036809815950920255	-0.017045454545454544	0.0897455089820359	7	13	0.26317596435546875	1.0	0.6344064873745019
Llama-3.1-8B-Instruct	tulu	hns	keywords	loose	163	0.7791411042944786	0.8220858895705522	0.042944785276073594	-0.013157894736842105	0.10119235985533451	8	15	0.21003961563110352	1.0	0.5943211146763393
Llama-3.1-8B-Instruct	tulu	hns	language	strict	31	0.0	0.0	0.0	0.0	0.0	0	0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	hns	language	loose	31	0.0	0.0	0.0	0.0	0.0	0	0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	hns	length_constraints	strict	143	0.6993006993006993	0.6993006993006993	0.0	-0.06780237518736308	0.06766917293233082	13	13	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	hns	length_constraints	loose	143	0.7902097902097902	0.8041958041958042	0.013986013986013957	-0.03333333333333333	0.0625	6	8	0.79052734375	1.0	1.0
Llama-3.1-8B-Instruct	tulu	hns	punctuation	strict	66	0.9545454545454546	0.9696969696969697	0.015151515151515138	-0.03278688524590164	0.06896551724137931	1	2	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	hns	punctuation	loose	66	0.9848484848484849	0.9848484848484849	0.0	0.0	0.0	0	0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	hns	startend	strict	67	0.9104477611940298	0.9253731343283582	0.014925373134328401	-0.03280054644808742	0.06779661016949153	1	2	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	hns	startend	loose	67	0.9104477611940298	0.9253731343283582	0.014925373134328401	-0.03389830508474576	0.06779661016949153	1	2	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	head_fro_restore	all	prompt_strict	541	0.6229205175600739	0.6414048059149723	0.01848428835489835	-0.009242144177449169	0.04621072088724584	25	35	0.2450608330229457	1.0	0.6339079807391234
Llama-3.1-8B-Instruct	tulu	head_fro_restore	all	prompt_loose	541	0.6728280961182994	0.6968576709796673	0.02402957486136792	-0.0036968576709796672	0.051756007393715345	24	37	0.12373144253809217	1.0	0.45837207053152684
Llama-3.1-8B-Instruct	tulu	head_fro_restore	all	instruction_strict	834	0.7302158273381295	0.7398081534772182	0.00959232613908867	-0.012077294685990338	0.030805687203791468	38	46	0.4452046690465762	1.0	0.855830334672059
Llama-3.1-8B-Instruct	tulu	head_fro_restore	all	instruction_loose	834	0.7757793764988009	0.7865707434052758	0.010791366906474864	-0.0098042223024179	0.03140096618357488	34	43	0.36203179773966154	1.0	0.7625776165154573
Llama-3.1-8B-Instruct	tulu	head_fro_restore	change_case	strict	89	0.8651685393258427	0.8202247191011236	-0.0449438202247191	-0.10975609756097561	0.013157894736842105	6	2	0.2890625	1.0	0.6471216037015375
Llama-3.1-8B-Instruct	tulu	head_fro_restore	change_case	loose	89	0.898876404494382	0.8651685393258427	-0.0337078651685393	-0.09434599694033656	0.022733803552768977	5	2	0.453125	1.0	0.8570539202008929
Llama-3.1-8B-Instruct	tulu	head_fro_restore	combination	strict	65	0.676923076923077	0.6461538461538462	-0.03076923076923077	-0.09412319644839066	0.027777777777777776	3	1	0.625	1.0	0.9630350194552529
Llama-3.1-8B-Instruct	tulu	head_fro_restore	combination	loose	65	0.6923076923076923	0.6615384615384615	-0.03076923076923077	-0.09433962264150944	0.02666666666666667	3	1	0.625	1.0	0.9630350194552529
Llama-3.1-8B-Instruct	tulu	head_fro_restore	detectable_content	strict	53	0.660377358490566	0.7547169811320755	0.09433962264150952	-0.017543859649122806	0.20689655172413793	2	7	0.1796875	1.0	0.5515988372093024
Llama-3.1-8B-Instruct	tulu	head_fro_restore	detectable_content	loose	53	0.7358490566037735	0.8113207547169812	0.07547169811320764	-0.05172413793103448	0.20833333333333334	4	8	0.3876953125	1.0	0.7714941896984925
Llama-3.1-8B-Instruct	tulu	head_fro_restore	detectable_format	strict	157	0.7070063694267515	0.7707006369426752	0.06369426751592366	0.01948051948051948	0.11188811188811189	2	12	0.012939453125	1.0	0.09488932291666667
Llama-3.1-8B-Instruct	tulu	head_fro_restore	detectable_format	loose	157	0.7452229299363057	0.7961783439490446	0.05095541401273895	0.011834319526627219	0.0949367088607595	2	10	0.03857421875	1.0	0.21821986607142857
Llama-3.1-8B-Instruct	tulu	head_fro_restore	keywords	strict	163	0.7239263803680982	0.7239263803680982	0.0	-0.058442507784613046	0.058823529411764705	12	12	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	head_fro_restore	keywords	loose	163	0.7791411042944786	0.7852760736196319	0.006134969325153339	-0.05625	0.06962025316455696	13	14	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	head_fro_restore	language	strict	31	0.0	0.0	0.0	0.0	0.0	0	0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	head_fro_restore	language	loose	31	0.0	0.0	0.0	0.0	0.0	0	0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	head_fro_restore	length_constraints	strict	143	0.6993006993006993	0.7132867132867133	0.013986013986014068	-0.044444444444444446	0.07142857142857142	8	10	0.8145294189453125	1.0	1.0
Llama-3.1-8B-Instruct	tulu	head_fro_restore	length_constraints	loose	143	0.7902097902097902	0.7972027972027972	0.006993006993006978	-0.03816915447075412	0.05294215037008179	5	6	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	head_fro_restore	punctuation	strict	66	0.9545454545454546	0.9393939393939394	-0.015151515151515138	-0.07017543859649122	0.03389830508474576	2	1	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	head_fro_restore	punctuation	loose	66	0.9848484848484849	0.9848484848484849	0.0	0.0	0.0	0	0	1.0	1.0	1.0
Llama-3.1-8B-Instruct	tulu	head_fro_restore	startend	strict	67	0.9104477611940298	0.8805970149253731	-0.02985074626865669	-0.09090909090909091	0.027406773211567592	3	1	0.625	1.0	0.9630350194552529
Llama-3.1-8B-Instruct	tulu	head_fro_restore	startend	loose	67	0.9104477611940298	0.9104477611940298	0.0	-0.058823529411764705	0.05970149253731343	2	2	1.0	1.0	1.0
Llama-3.1-8B-Instruct	commonsense	scalar_shrink	arc_challenge	accuracy	1172	0.841296928327645	0.8498293515358362	0.008532423208191142	-0.0008532423208191126	0.01877133105802048	13	23	0.13249816396273673	1.0	0.47734234784100504
Llama-3.1-8B-Instruct	commonsense	scalar_shrink	arc_easy	accuracy	2376	0.9339225589225589	0.9448653198653199	0.01094276094276092	0.005892255892255892	0.015993265993265993	5	31	1.2913485988974571e-05	0.004777989815920591	0.0001893977945049604
Llama-3.1-8B-Instruct	commonsense	scalar_shrink	boolq	accuracy	3270	0.8752293577981651	0.8840978593272171	0.008868501529051942	0.003363914373088685	0.01437308868501529	26	55	0.001688638072721024	0.6028437919614056	0.016717516919938138
Llama-3.1-8B-Instruct	commonsense	scalar_shrink	hellaswag	accuracy	10042	0.9236207926707827	0.9219279028082056	-0.001692889862577096	-0.00468034256124278	0.0011949810794662419	120	103	0.2839463340473948	1.0	0.6471216037015375
Llama-3.1-8B-Instruct	commonsense	scalar_shrink	openbookqa	accuracy	500	0.888	0.902	0.014000000000000012	0.0	0.03	4	11	0.11846923828125	1.0	0.45281249243785354
Llama-3.1-8B-Instruct	commonsense	scalar_shrink	piqa	accuracy	1838	0.8939064200217628	0.8890097932535365	-0.004896626768226331	-0.011969532100108813	0.002176278563656148	26	17	0.2220528201560228	1.0	0.6103316326530612
Llama-3.1-8B-Instruct	commonsense	scalar_shrink	siqa	accuracy	1954	0.8055271238485159	0.8060388945752303	0.0005117707267143778	-0.008188331627430911	0.009723643807574206	38	39	1.0	1.0	1.0
Llama-3.1-8B-Instruct	commonsense	scalar_shrink	winogrande	accuracy	1267	0.8674033149171271	0.8626677190213102	-0.0047355958958168465	-0.014206787687450671	0.004735595895816891	22	16	0.417692190836533	1.0	0.8215505051316218
Llama-3.1-8B-Instruct	commonsense	shape_only	arc_challenge	accuracy	1172	0.841296928327645	0.8319112627986348	-0.009385665529010212	-0.021331058020477817	0.002559726962457338	31	20	0.16077960181198847	1.0	0.5261877877483259
Llama-3.1-8B-Instruct	commonsense	shape_only	arc_easy	accuracy	2376	0.9339225589225589	0.9347643097643098	0.0008417508417508657	-0.005471380471380472	0.006734006734006734	26	28	0.8919231511047494	1.0	1.0
Llama-3.1-8B-Instruct	commonsense	shape_only	boolq	accuracy	3270	0.8752293577981651	0.8758409785932721	0.0006116207951070152	-0.006422018348623854	0.007339449541284404	61	63	0.9284921641248501	1.0	1.0
Llama-3.1-8B-Instruct	commonsense	shape_only	hellaswag	accuracy	10042	0.9236207926707827	0.9097789285002987	-0.013841864170483942	-0.01752638916550488	-0.010256920932085242	245	106	8.350835857531847e-14	3.290229327867548e-11	1.1023103331942039e-11
Llama-3.1-8B-Instruct	commonsense	shape_only	openbookqa	accuracy	500	0.888	0.876	-0.01200000000000001	-0.03	0.004	13	7	0.26317596435546875	1.0	0.6344064873745019
Llama-3.1-8B-Instruct	commonsense	shape_only	piqa	accuracy	1838	0.8939064200217628	0.8868335146898803	-0.00707290533188254	-0.017410228509249184	0.003264417845484222	52	39	0.20817442238117587	1.0	0.5943211146763393
Llama-3.1-8B-Instruct	commonsense	shape_only	siqa	accuracy	1954	0.8055271238485159	0.8004094165813715	-0.0051177072671443335	-0.01586489252814739	0.006141248720573183	67	57	0.4190737425166353	1.0	0.8215505051316218
Llama-3.1-8B-Instruct	commonsense	shape_only	winogrande	accuracy	1267	0.8674033149171271	0.8595106550907656	-0.007892659826361448	-0.018153117600631413	0.0023677979479084454	28	18	0.18392482137699062	1.0	0.5602633020406791
Llama-3.1-8B-Instruct	commonsense	head_only	arc_challenge	accuracy	1172	0.841296928327645	0.8515358361774744	0.010238907849829393	-0.004266211604095563	0.024744027303754267	31	43	0.20067820312938578	1.0	0.5943211146763393
Llama-3.1-8B-Instruct	commonsense	head_only	arc_easy	accuracy	2376	0.9339225589225589	0.944023569023569	0.010101010101010055	0.003787878787878788	0.016835016835016835	19	43	0.0031560602510210594	1.0	0.029065113009403246
Llama-3.1-8B-Instruct	commonsense	head_only	boolq	accuracy	3270	0.8752293577981651	0.8834862385321101	0.008256880733944927	0.0012232415902140672	0.01529051987767584	56	83	0.027073529093989804	1.0	0.17292125034225747
Llama-3.1-8B-Instruct	commonsense	head_only	hellaswag	accuracy	10042	0.9236207926707827	0.8985261900019916	-0.025094602668791044	-0.029575781716789484	-0.02061342362079267	391	139	9.666253961225868e-29	3.8278365686454437e-26	3.8278365686454437e-26
Llama-3.1-8B-Instruct	commonsense	head_only	openbookqa	accuracy	500	0.888	0.892	0.0040000000000000036	-0.016	0.024	12	14	0.8450189828872681	1.0	1.0
Llama-3.1-8B-Instruct	commonsense	head_only	piqa	accuracy	1838	0.8939064200217628	0.8781284004352558	-0.01577801958650704	-0.026115342763873776	-0.00544069640914037	62	33	0.00383287238487556	1.0	0.03449585146388004
Llama-3.1-8B-Instruct	commonsense	head_only	siqa	accuracy	1954	0.8055271238485159	0.8004094165813715	-0.0051177072671443335	-0.01791197543500512	0.007164790174002047	82	72	0.46842077785276937	1.0	0.8781386462882096
Llama-3.1-8B-Instruct	commonsense	head_only	winogrande	accuracy	1267	0.8674033149171271	0.8595106550907656	-0.007892659826361448	-0.022099447513812154	0.0055248618784530384	44	34	0.30816823194368076	1.0	0.6779701102760977
Llama-3.1-8B-Instruct	commonsense	tail_only	arc_challenge	accuracy	1172	0.841296928327645	0.8336177474402731	-0.007679180887371961	-0.016211604095563138	0.0008532423208191126	18	9	0.12207812070846558	1.0	0.45837207053152684
Llama-3.1-8B-Instruct	commonsense	tail_only	arc_easy	accuracy	2376	0.9339225589225589	0.9284511784511784	-0.005471380471380516	-0.00968013468013468	-0.0016835016835016834	19	6	0.01463329792022705	1.0	0.10535974502563476
Llama-3.1-8B-Instruct	commonsense	tail_only	boolq	accuracy	3270	0.8752293577981651	0.8535168195718654	-0.021712538226299705	-0.028440366972477066	-0.01529051987767584	94	23	2.231381481598947e-11	8.769329222683861e-09	2.2090676667829576e-09
Llama-3.1-8B-Instruct	commonsense	tail_only	hellaswag	accuracy	10042	0.9236207926707827	0.9173471420035849	-0.006273650667197761	-0.008663612826130252	-0.003983270264887473	105	42	2.0833414955597575e-07	7.854197438260286e-05	4.12501616120832e-06
Llama-3.1-8B-Instruct	commonsense	tail_only	openbookqa	accuracy	500	0.888	0.882	-0.006000000000000005	-0.018	0.006	6	3	0.5078125	1.0	0.8781386462882096
Llama-3.1-8B-Instruct	commonsense	tail_only	piqa	accuracy	1838	0.8939064200217628	0.8966267682263329	0.002720348204570122	-0.004352557127312296	0.009793253536452665	20	25	0.5514843298025198	1.0	0.9099491441741577
Llama-3.1-8B-Instruct	commonsense	tail_only	siqa	accuracy	1954	0.8055271238485159	0.7968270214943706	-0.008700102354145312	-0.016376663254861822	-0.0015353121801432957	36	19	0.030028945411892494	1.0	0.1858040997360848
Llama-3.1-8B-Instruct	commonsense	tail_only	winogrande	accuracy	1267	0.8674033149171271	0.8681925808997633	0.0007892659826361781	-0.007103393843725336	0.008681925808997633	13	14	1.0	1.0	1.0
Llama-3.1-8B-Instruct	commonsense	hns	arc_challenge	accuracy	1172	0.841296928327645	0.8506825938566553	0.009385665529010323	-0.004266211604095563	0.02303754266211604	27	38	0.21453919400817845	1.0	0.6025356087038204
Llama-3.1-8B-Instruct	commonsense	hns	arc_easy	accuracy	2376	0.9339225589225589	0.9377104377104377	0.0037878787878787845	-0.0025252525252525255	0.010101010101010102	24	33	0.2892437471090205	1.0	0.6471216037015375
Llama-3.1-8B-Instruct	commonsense	hns	boolq	accuracy	3270	0.8752293577981651	0.8840978593272171	0.008868501529051942	0.0021406727828746177	0.015596330275229359	49	78	0.01266068452047716	1.0	0.09488932291666667
Llama-3.1-8B-Instruct	commonsense	hns	hellaswag	accuracy	10042	0.9236207926707827	0.9048994224258116	-0.018721370244971114	-0.022903804023102967	-0.014538936466839274	325	137	1.0966230859125006e-18	4.3316611893543773e-16	2.171313710106751e-16
Llama-3.1-8B-Instruct	commonsense	hns	openbookqa	accuracy	500	0.888	0.896	0.008000000000000007	-0.008	0.026	8	12	0.5034446716308594	1.0	0.8781386462882096
Llama-3.1-8B-Instruct	commonsense	hns	piqa	accuracy	1838	0.8939064200217628	0.8857453754080522	-0.008161044613710589	-0.019042437431991296	0.002176278563656148	56	41	0.1548157850344286	1.0	0.5108920906136144
Llama-3.1-8B-Instruct	commonsense	hns	siqa	accuracy	1954	0.8055271238485159	0.8034800409416581	-0.0020470829068577334	-0.014329580348004094	0.01023541453428864	75	71	0.8040203645137731	1.0	1.0
Llama-3.1-8B-Instruct	commonsense	hns	winogrande	accuracy	1267	0.8674033149171271	0.8602999210734017	-0.007103393843725381	-0.01973164956590371	0.0055248618784530384	37	28	0.3210841356849956	1.0	0.6986226248970234
Llama-3.1-8B-Instruct	commonsense	head_fro_restore	arc_challenge	accuracy	1172	0.841296928327645	0.8284982935153583	-0.012798634812286713	-0.024744027303754267	-0.0008532423208191126	32	17	0.04438416098714981	1.0	0.2312648388277806
Llama-3.1-8B-Instruct	commonsense	head_fro_restore	arc_easy	accuracy	2376	0.9339225589225589	0.9313973063973064	-0.002525252525252486	-0.008417508417508417	0.003367003367003367	27	21	0.4708790136217118	1.0	0.8781386462882096
Llama-3.1-8B-Instruct	commonsense	head_fro_restore	boolq	accuracy	3270	0.8752293577981651	0.8788990825688073	0.003669724770642202	-0.001834862385321101	0.009480122324159021	40	52	0.25132210347485445	1.0	0.6339079807391234
Llama-3.1-8B-Instruct	commonsense	head_fro_restore	hellaswag	accuracy	10042	0.9236207926707827	0.9198366859191396	-0.0037841067516430904	-0.006671977693686517	-0.0008962358095996813	129	91	0.012436087066195716	1.0	0.09488932291666667
Llama-3.1-8B-Instruct	commonsense	head_fro_restore	openbookqa	accuracy	500	0.888	0.882	-0.006000000000000005	-0.022	0.01	9	6	0.60723876953125	1.0	0.9630350194552529
Llama-3.1-8B-Instruct	commonsense	head_fro_restore	piqa	accuracy	1838	0.8939064200217628	0.8884657236126224	-0.005440696409140355	-0.014145810663764961	0.003264417845484222	39	29	0.2749903961710005	1.0	0.6449723101973192
Llama-3.1-8B-Instruct	commonsense	head_fro_restore	siqa	accuracy	1954	0.8055271238485159	0.8024564994882293	-0.0030706243602866	-0.012282497441146366	0.006141248720573183	44	38	0.5811144541766469	1.0	0.9425319717854115
Llama-3.1-8B-Instruct	commonsense	head_fro_restore	winogrande	accuracy	1267	0.8674033149171271	0.8579321231254933	-0.009471191791633804	-0.018942383583267563	0.0	24	12	0.06524533522315323	1.0	0.2978178879310345
