base	train_task	seed	method	eval_task	score	samples	metric	metrics_path	metrics_sha256	reused	origin	predictions_sha256	scored_sha256	actual_directory
Llama-3.1-8B-Instruct	tulu	44	original_lora	metamath	59.36315390447309	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed44__original_lora/metrics.json	ddba6545b9276ee78b1bc592427c2a4e6bc4be39001f13dda9ef352c9f35dc31	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed44__original_lora
Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1	metamath	64.0636846095527	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed44__hns_f4_s1/metrics.json	02b8a3df0b214db6147e8706cb3d169b85de6e2ce5e4a7367f95b0637eee9bf0	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed44__hns_f4_s1
Llama-3.1-8B-Instruct	magicoder	42	original_lora	metamath	56.40636846095527	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed42__original_lora/metrics.json	1dd480430fed0fc03ce5f3027d825e17d4182f97a8178a023def5de8a43736cd	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed42__original_lora
Llama-3.1-8B-Instruct	magicoder	42	hns_f4_s1	metamath	63.60879454131918	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed42__hns_f4_s1/metrics.json	fb0515daae0d920c9313c0c74b296d7bc768070f24260ae4e226d86d8ae3f84a	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed42__hns_f4_s1
Llama-3.1-8B-Instruct	metamath	42	original_lora	metamath	77.10386656557998	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed42__original_lora/metrics.json	1ff2b5c951e087fc5283dc4e1f79fa58ab9acf0a9cb3487bb59938618eb082f7	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed42__original_lora
Llama-3.1-8B-Instruct	metamath	42	hns_f4_s1	metamath	80.66717210007582	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed42__hns_f4_s1/metrics.json	193341c93366d8589f396d16078058108eafaea797b56a5b207d2207ee7cb34d	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/metamath__seed42__hns_f4_s1
Llama-3.1-8B-Instruct	tulu	42	original_lora	metamath	56.785443517816525	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed42__original_lora/metrics.json	ec3bd10dbd161d4d368e74d9a457cc4677efe4e14f7638dad26c6bf10ac2d935	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed42__original_lora
Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1	metamath	66.03487490523123	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed42__hns_f4_s1/metrics.json	9744967864cf5e9a05b8751fe14e02ef398dda31fd61161c03cd2d700718682b	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/tulu__seed42__hns_f4_s1
Llama-3.1-8B-Instruct	base		base	tulu	62.10720887245841	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/base/metrics.json	291f3eac5b1eb40b52d73bdf58e0758525a277fbf69ac56cd2e21cbffba92dc3	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/base
Llama-3.1-8B-Instruct	magicoder	43	original_lora	tulu	48.059149722735675	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed43__original_lora/metrics.json	d7f78c01e1b2e0867466380b821065c3ad3af11216aa7776c1147e91abdc01e4	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed43__original_lora
Llama-3.1-8B-Instruct	magicoder	43	hns_f4_s1	tulu	57.301293900184845	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed43__hns_f4_s1/metrics.json	77ea400048617a5754824fa18171dd599dc9c0415e696217e92741c56f9998fb	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed43__hns_f4_s1
Llama-3.1-8B-Instruct	metamath	43	original_lora	tulu	57.301293900184845	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed43__original_lora/metrics.json	a949a433164ceb0a3533d1946337296368c7a1f532c56b6432f5598040e4ca54	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed43__original_lora
Llama-3.1-8B-Instruct	metamath	43	hns_f4_s1	tulu	61.367837338262476	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed43__hns_f4_s1/metrics.json	8741b78f1784bc61653ba73f267993b7d39091fa12f1c7a90bd7387e0501c1e3	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed43__hns_f4_s1
Llama-3.1-8B-Instruct	tulu	43	original_lora	tulu	62.84658040665434	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed43__original_lora/metrics.json	cdf78b18e263334f0a59482e2bfcd28a1ed176ccdfe74dd7c1d1f062f3864b09	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed43__original_lora
Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1	tulu	65.24953789279112	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed43__hns_f4_s1/metrics.json	b498ffbb03ca77368a1b478ca2f48f9ddf15ea3ac9fbcf023a05f3a3ec6d3757	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed43__hns_f4_s1
Llama-3.1-8B-Instruct	magicoder	44	original_lora	tulu	50.27726432532348	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed44__original_lora/metrics.json	91e3b2398e8fe1ebffd449826e155dcc326ab97e08ed85bc513acce97e84f2cc	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed44__original_lora
Llama-3.1-8B-Instruct	magicoder	44	hns_f4_s1	tulu	58.04066543438078	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed44__hns_f4_s1/metrics.json	848742033d39d4696f00360e3a3a76d6d648c731df86b2af4ec3cbcb467e382e	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed44__hns_f4_s1
Llama-3.1-8B-Instruct	metamath	44	original_lora	tulu	59.33456561922365	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed44__original_lora/metrics.json	e60f252afcfacce9d153dac32f11eac68ee4c91d190d5befb55adca5ec3487ca	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed44__original_lora
Llama-3.1-8B-Instruct	metamath	44	hns_f4_s1	tulu	61.92236598890942	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed44__hns_f4_s1/metrics.json	5807c56ff116e497b88bf33d3f029e91c2bdccc73a1c684761c1e397a949122c	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed44__hns_f4_s1
Llama-3.1-8B-Instruct	tulu	44	original_lora	tulu	62.10720887245841	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed44__original_lora/metrics.json	2298f9eaaca2610b4f5a38bd6312051c3d720a547f757c076adad7e67d06cce0	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed44__original_lora
Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1	tulu	64.87985212569316	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed44__hns_f4_s1/metrics.json	356cbd8f2d55b7f3a22f6c7255aaf8e4aef4004e3d4712d9cfe4d161418df482	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed44__hns_f4_s1
Llama-3.1-8B-Instruct	magicoder	42	original_lora	tulu	55.45286506469501	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed42__original_lora/metrics.json	5588882cb41767c709830b7bbf1e9f4b63a0476720c4ea7ecf1d6ca42da21c6f	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed42__original_lora
Llama-3.1-8B-Instruct	magicoder	42	hns_f4_s1	tulu	60.44362292051756	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed42__hns_f4_s1/metrics.json	118bf1d5c5223e4abbdb6f1b8abd626cae34dccb0f1ce33bc3bfd2c18b52fa7a	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/magicoder__seed42__hns_f4_s1
Llama-3.1-8B-Instruct	metamath	42	original_lora	tulu	54.34380776340111	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed42__original_lora/metrics.json	ed21e49a4dd7aa85495b53796fc9de310a1acdbc7a5274802c727fc5cec4438e	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed42__original_lora
Llama-3.1-8B-Instruct	metamath	42	hns_f4_s1	tulu	58.78003696857671	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed42__hns_f4_s1/metrics.json	634d28e0ce9f5fa708394661726b6bd660263138f06a47866eb05d270ca97e97	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/metamath__seed42__hns_f4_s1
Llama-3.1-8B-Instruct	tulu	42	original_lora	tulu	63.21626617375231	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed42__original_lora/metrics.json	080a8d8cf4e1a29240bbdc2c8b52836f44f28c070fb04e0bc5418b70da4475ad	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed42__original_lora
Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1	tulu	64.87985212569316	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed42__hns_f4_s1/metrics.json	8c2d1be4f0b20c3743bcd9e6f3a7b7c312320a034b805bc0c2cd61781d1cc9e2	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/tulu/tulu__seed42__hns_f4_s1
Llama-3.1-8B-Instruct	base		base	commonsense	71.3917020346049	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/base/metrics.json	128ac9c4b484e452790662a60f55686831f013b8cf0bab78d2c923654ccc2dba	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/base
Llama-3.1-8B-Instruct	magicoder	43	original_lora	commonsense	71.00868972615606	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed43__original_lora/metrics.json	c0f2f752b0ef813426894c043f0c2a0a236efebc360f867de2bf0250c2bf59c5	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed43__original_lora
Llama-3.1-8B-Instruct	magicoder	43	hns_f4_s1	commonsense	72.17000293023685	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed43__hns_f4_s1/metrics.json	4c3d33f2bcf3a39273d76b44cad6ecbe9e0f61e78ff39dbd33bb8292d741e28f	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed43__hns_f4_s1
Llama-3.1-8B-Instruct	metamath	43	original_lora	commonsense	63.77376191024572	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed43__original_lora/metrics.json	9f99137ba1868e41e50ecefefca4e2d1575846f613e35bb5adf0599b1df21fd9	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed43__original_lora
Llama-3.1-8B-Instruct	metamath	43	hns_f4_s1	commonsense	71.85118758170628	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed43__hns_f4_s1/metrics.json	e8f31f0018ea91a821d840fae81e704acde0898e8d307541d8a98f8dbff09d56	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed43__hns_f4_s1
Llama-3.1-8B-Instruct	tulu	43	original_lora	commonsense	73.77639264331081	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed43__original_lora/metrics.json	c157ae4dac45d8161506982fcc8a086b9b2603617c604c5c45810e31150474de	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed43__original_lora
Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1	commonsense	72.39501806149278	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed43__hns_f4_s1/metrics.json	c61090c06435f57d7a32416325faecad24bae4a016d8255f36c782f34b5add8e	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed43__hns_f4_s1
Llama-3.1-8B-Instruct	magicoder	44	original_lora	commonsense	71.2165234496967	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed44__original_lora/metrics.json	417ed87ef83f20f73ac531536746c9fd1957f9b22795b836926e01b12d6f405a	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed44__original_lora
Llama-3.1-8B-Instruct	magicoder	44	hns_f4_s1	commonsense	71.9614516023422	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed44__hns_f4_s1/metrics.json	e01d91c806a6c6d974266788a8b3e171325c4eb0cf07ff1b503ae90fee8d0578	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed44__hns_f4_s1
Llama-3.1-8B-Instruct	metamath	44	original_lora	commonsense	64.11415579316244	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed44__original_lora/metrics.json	05313b06b78bbc8e454b58b7b127077761303aeade84a8e70f83f80345347c7f	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed44__original_lora
Llama-3.1-8B-Instruct	metamath	44	hns_f4_s1	commonsense	71.91343661293956	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed44__hns_f4_s1/metrics.json	0e02725ff638b4fb013fde6e30d71901d979d378c9dbc1a609c68c4f7ce18ab1	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed44__hns_f4_s1
Llama-3.1-8B-Instruct	tulu	44	original_lora	commonsense	73.70140145924779	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed44__original_lora/metrics.json	d3b0f0bb2efde4eed5bdce4fa6a072b1c96ffe3abd8ab80dfb912ae0d4a55d7e	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed44__original_lora
Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1	commonsense	71.7563346699031	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed44__hns_f4_s1/metrics.json	cea83ca357e25328505b4e169924ddd21ed1497cecc8fb34b4825921136a1fb5	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed44__hns_f4_s1
Llama-3.1-8B-Instruct	magicoder	42	original_lora	commonsense	69.10028349871595	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed42__original_lora/metrics.json	dcfed3aaa1d3c6ea60cb34d1bb0c2fed109b3c19c35cd330dcb2f568c6765ff4	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed42__original_lora
Llama-3.1-8B-Instruct	magicoder	42	hns_f4_s1	commonsense	70.32626654200732	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed42__hns_f4_s1/metrics.json	7ab555c49b041b99c2a193dd2c8a2e347ba39b1cfac450114bc5434bb6a761ec	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/magicoder__seed42__hns_f4_s1
Llama-3.1-8B-Instruct	metamath	42	original_lora	commonsense	65.03916506071839	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed42__original_lora/metrics.json	0905418086571b3bd6d627acc964411697c42874768c5680740f5ea5b5f1d93c	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed42__original_lora
Llama-3.1-8B-Instruct	metamath	42	hns_f4_s1	commonsense	69.64851425192025	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed42__hns_f4_s1/metrics.json	57ee53ef6067021b0f3c8caca95e07413ec70a2133b0081ffacc299187da32d0	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/metamath__seed42__hns_f4_s1
Llama-3.1-8B-Instruct	tulu	42	original_lora	commonsense	71.27823483564126	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed42__original_lora/metrics.json	b43cb0c5d6674964c5a236efc0d681c2f558b4552dcfb66bc758cde622244697	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed42__original_lora
Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1	commonsense	70.40657795092362	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed42__hns_f4_s1/metrics.json	436810190a382cdcef1851c775e9e03bbc2d4d5ca727f1726fe67334fd3fbab2	False	extension			/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/commonsense/tulu__seed42__hns_f4_s1
Qwen3-8B	magicoder	42	scalar_e	magicoder	75.60975609756098	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/magicoder/magicoder__seed42__scalar_e/metrics.json	faf31a7bed6df14b143a1337dd9f4c8c1802735cc0df4a7af4431295d56235ca		new_energy_matched	cba680b084fe70a0fd57363ed5da0ff0411c45427f1b2bdbc957b9869e9e0f59	762e684cd09f82966f570c803a1734c9fbc08308e1e3180fe92811af84114f2b	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/magicoder/magicoder__seed42__scalar_e
Qwen3-8B	magicoder	42	scalar_e	metamath	89.53752843062927	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/metamath/magicoder__seed42__scalar_e/metrics.json	6269d0b662d799110ced0de4599ee26a7fb1aa323724e2cc277d6eade6060d65		new_energy_matched	a571b905aea534cd15569420bd17db456af7c237acdd021c1a89590d175a5f68	8df826081f2c9115b18ad91be6d760e3640452eedb2d6fa6577dcc05c91b8cc8	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/metamath/magicoder__seed42__scalar_e
Qwen3-8B	magicoder	42	scalar_e	tulu	71.71903881700554	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/tulu/magicoder__seed42__scalar_e/metrics.json	20a78304987ccde8dbd4c5752e39d0128f6fbe9bc6bf6f5286851d86993ddd9f		new_energy_matched	9c9e2e368ceead55b7d35aadc950ff124dce1cdaf5fe19e9426a19e9384701a7	a5f2acb9ab63b3f8870178b5ebe1501fafd5abe5324a5f6d45b5f1d1920b08e9	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/tulu/magicoder__seed42__scalar_e
Qwen3-8B	magicoder	42	scalar_e	commonsense	83.68795025503347	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/commonsense/magicoder__seed42__scalar_e/metrics.json	e1ede52798e00d935a4bee18441c2f5e2e6c6a9964d6756c0a9b1d31cb6230e6		new_energy_matched	5470aa2b5c60fee73635be848749ee337825b46d416384506d846ae7d57be20b	8a739006ef8fceb7e2db873d760900cc4d48be11e77ac3bcbc0f2eae935ecc7d	/dataset1/zailong/workspace/peft-sft-lab/reports/hns_energy_matched_20260914/eval/scalar_e/Qwen3-8B/commonsense/magicoder__seed42__scalar_e
