base	train_task	seed	method	eval_task	score	samples	metric	metrics_path	metrics_sha256	reused	origin
Qwen3-8B	magicoder	43	functional_hns_a05	commonsense	83.28823702337482	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/magicoder__seed43__functional_hns_a05/metrics.json	64a72def7edb7103ea5f75ab87a5051bb4f80edcaf3c2638ff23fd89bc65037b	False	extension
Qwen3-8B	magicoder	43	functional_hns_a10	commonsense	83.02554741320589	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/magicoder__seed43__functional_hns_a10/metrics.json	badb1a3548826a55308eff274d5625f24bee96a08ca446bb1da55f8aaad2fd90	False	extension
Qwen3-8B	magicoder	43	functional_flat	commonsense	83.02345703782325	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/magicoder__seed43__functional_flat/metrics.json	a95454c08f21940284343698fac02efca907bcad934104644986a59d5f7fb96c	False	extension
Qwen3-8B	metamath	43	original_lora	commonsense	83.41748043941848	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/metamath__seed43__original_lora/metrics.json	6ea67ce434c2240c9623715385d73591a1114e37300918c4354aafc40589502f	True	extension
Qwen3-8B	metamath	43	hns_f4_s1	commonsense	84.6918197379783	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/metamath__seed43__hns_f4_s1/metrics.json	b95997cc4ec2358a1fefe1594a84a9da40cd67c43d4e32724aef45a493a79964	True	extension
Qwen3-8B	metamath	43	functional_hns_a05	commonsense	84.44077936668036	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/metamath__seed43__functional_hns_a05/metrics.json	6e1e591b1837c599d4ad2c30adb499414e023371c7dbe9a68f4e21d6f283ccc4	False	extension
Qwen3-8B	metamath	43	functional_hns_a10	commonsense	84.22396580721446	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/metamath__seed43__functional_hns_a10/metrics.json	eeda639585efd2cac776482ede83228e94a8db3ef0120c167d082869f1baed58	False	extension
Qwen3-8B	metamath	43	functional_flat	commonsense	84.18689137596527	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/metamath__seed43__functional_flat/metrics.json	d3c32ec0e49233ab7e87430ea690cb1918bae1de5438671a769fa83f0b60e2dc	False	extension
Qwen3-8B	tulu	43	original_lora	commonsense	84.50849771986391	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/tulu__seed43__original_lora/metrics.json	8811415c5411d2636de6c6751935ba81cdcaf8725850b6fcb37e8ba7a34816a4	True	extension
Qwen3-8B	tulu	43	hns_f4_s1	commonsense	84.60833296815858	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/tulu__seed43__hns_f4_s1/metrics.json	ec83955879de3e559be8d2a485072b7b35cd2039564ffe1a0475938f19a9f8ee	True	extension
Qwen3-8B	tulu	43	functional_hns_a05	commonsense	84.53216329724168	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/tulu__seed43__functional_hns_a05/metrics.json	da918e12fc146119ef90019e3f8602d5e897fa1444d13abb32d9f1caadce8d39	False	extension
Qwen3-8B	tulu	43	functional_hns_a10	commonsense	84.39539770105982	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/tulu__seed43__functional_hns_a10/metrics.json	2320d5a388aa922f6987a54774a44972659be791c8759ec049ab7f0039c72fef	False	extension
Qwen3-8B	tulu	43	functional_flat	commonsense	84.38066725754399	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/tulu__seed43__functional_flat/metrics.json	1695cbcb8c65f76f9da876bb1c1e65a56ef4acfa75004d4c02d74f1a958a7a91	False	extension
Qwen3-8B	magicoder	44	original_lora	commonsense	83.55814378780792	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/magicoder__seed44__original_lora/metrics.json	fd12919d83bf0bdf4c79d96a5c141f39523d8f491d206627f14f7cf9d42fb0d8	True	extension
Qwen3-8B	magicoder	44	hns_f4_s1	commonsense	83.48186533343954	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/magicoder__seed44__hns_f4_s1/metrics.json	e2e8c6332c578f5261147179db960057f9b15a70f9c7def75172ddbd091cb780	True	extension
Qwen3-8B	magicoder	44	functional_hns_a05	commonsense	83.13855563317728	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/magicoder__seed44__functional_hns_a05/metrics.json	79e264e7a7241b672b3c558892cbd96f40856f66bc648a629056562b9b55a76b	False	extension
Qwen3-8B	magicoder	44	functional_hns_a10	commonsense	82.91857170674481	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/magicoder__seed44__functional_hns_a10/metrics.json	64888ea6914021277319500cb5606d1a24dcff654114e3cef3d84a778c612940	False	extension
Qwen3-8B	magicoder	44	functional_flat	commonsense	83.05337679526478	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/magicoder__seed44__functional_flat/metrics.json	f5b8523ab71a0698b2039b40b0fa4383f7e0fe6ccefb4b26782fff56fe23ebc9	False	extension
Qwen3-8B	metamath	44	original_lora	commonsense	82.96161534896042	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/metamath__seed44__original_lora/metrics.json	58b3fc03df20ed180adf238e613f9160e71a352175623f9d73a27b2d3f776fb5	True	extension
Qwen3-8B	metamath	44	hns_f4_s1	commonsense	84.48500083338453	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/metamath__seed44__hns_f4_s1/metrics.json	80c58b5c34e05b0d53c6aa33a381476b742cecbbc7941f79404454a2caf206ac	True	extension
Qwen3-8B	metamath	44	functional_hns_a05	commonsense	84.39881921006756	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/metamath__seed44__functional_hns_a05/metrics.json	16d2f9f666b2a26fdcccb51e9c86d0ab578922156182dd4c0917d9ae53853027	False	extension
Qwen3-8B	metamath	44	functional_hns_a10	commonsense	84.27353991692515	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/metamath__seed44__functional_hns_a10/metrics.json	4fa81d9e285a0f188addeba151e274976ba6d5b0715e50def89c82e2e619834e	False	extension
Qwen3-8B	metamath	44	functional_flat	commonsense	84.29439515417756	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/metamath__seed44__functional_flat/metrics.json	c635014c5d8dbb8a9c198828653828107407ddf4a763bba55284cadb117ed7b5	False	extension
Qwen3-8B	tulu	44	original_lora	commonsense	84.36361898487202	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/tulu__seed44__original_lora/metrics.json	4f59b7f274cf8671c7e119d6f60e660ba8b5e1ad7cf3fcb61df8b307ec51aee5	True	extension
Qwen3-8B	tulu	44	hns_f4_s1	commonsense	84.53963147881997	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/tulu__seed44__hns_f4_s1/metrics.json	4d40a38771d83b0f244124a27b2caabb245c19c76bd6bbcefc6b9fa4c78a8e63	True	extension
Qwen3-8B	tulu	44	functional_hns_a05	commonsense	84.36414605462272	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/tulu__seed44__functional_hns_a05/metrics.json	f36c094bd81f1e9bad7af1ad582b5de511a9b594e116c939a220cb44bcc47429	False	extension
Qwen3-8B	tulu	44	functional_hns_a10	commonsense	84.3791916465557	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/tulu__seed44__functional_hns_a10/metrics.json	193a6a9f562cd861c9199b18909b2ec901557c4f95cc0e5fc14ca5c2a6f0e641	False	extension
Qwen3-8B	tulu	44	functional_flat	commonsense	84.38683984276597	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Qwen3-8B/commonsense/tulu__seed44__functional_flat/metrics.json	fdaaba6ccc6a9004fe1c72ec78e30670f241a0b13056a7757f7c8f0c0cdc012b	False	extension
Llama-3.1-8B-Instruct	base		base	magicoder	52.4390243902439	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/base/metrics.json	c0a3532719cb932e43cdae7fc6c89922062acaf7060dfca4670fe4f913fc6bcd	False	extension
Llama-3.1-8B-Instruct	magicoder	43	original_lora	magicoder	56.09756097560976	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed43__original_lora/metrics.json	922d4442c0cca47c188834d0437c8548c5b19a11e28b98ba6617ea9455d588d4	False	extension
Llama-3.1-8B-Instruct	magicoder	43	hns_f4_s1	magicoder	55.487804878048784	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed43__hns_f4_s1/metrics.json	d8dd096b2e8f1137619d69656746992ac5748f422c4fafc43329a273d1cafe9d	False	extension
Llama-3.1-8B-Instruct	magicoder	43	functional_hns_a05	magicoder	54.87804878048781	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed43__functional_hns_a05/metrics.json	fbe6e74420ab6bac5d0e7c82763db4cfafa8018eeb914723473a15f1ddace0a7	False	extension
Llama-3.1-8B-Instruct	magicoder	43	functional_hns_a10	magicoder	55.487804878048784	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed43__functional_hns_a10/metrics.json	bfe9a4d367ca846eb2e8e99c8fdadeaab3c298597c1279c4212e6114da8e9e2c	False	extension
Llama-3.1-8B-Instruct	magicoder	43	functional_flat	magicoder	54.268292682926834	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed43__functional_flat/metrics.json	e40f2e19dd824f9abc0634f9c5de55a4f69d04042c796a953826ec1e3e162da7	False	extension
Llama-3.1-8B-Instruct	metamath	43	original_lora	magicoder	53.65853658536586	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed43__original_lora/metrics.json	0b52b88324a25628a8c047415a861d6605285dffc81cac38b621438bd965f024	False	extension
Llama-3.1-8B-Instruct	metamath	43	hns_f4_s1	magicoder	53.65853658536586	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed43__hns_f4_s1/metrics.json	0ed30c4c2d3dc265498509356756fe7e5fb502f85b3438fdf17ce38bd7163c8a	False	extension
Llama-3.1-8B-Instruct	metamath	43	functional_hns_a05	magicoder	53.65853658536586	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed43__functional_hns_a05/metrics.json	21cb5418bfc75191218be8b776cd4e043af0c905b14bd94e32d315c58a04fd3f	False	extension
Llama-3.1-8B-Instruct	metamath	43	functional_hns_a10	magicoder	51.829268292682926	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed43__functional_hns_a10/metrics.json	7aa9ce18c3c39a3ee2fd631e57356e0e0df5e289b6caccdfd6012de0b259576a	False	extension
Llama-3.1-8B-Instruct	metamath	43	functional_flat	magicoder	52.4390243902439	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed43__functional_flat/metrics.json	9a2ec2cbc1756498e9e3cac3386ceadea3c1a577f595c903a4bd7c37a156af6f	False	extension
Llama-3.1-8B-Instruct	tulu	43	original_lora	magicoder	64.02439024390245	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed43__original_lora/metrics.json	d0d4986dde6331ca8d14fe51aeb7c81f3e36a9bf214424f232a3d7c7b53e7e8a	False	extension
Llama-3.1-8B-Instruct	tulu	43	hns_f4_s1	magicoder	63.41463414634146	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed43__hns_f4_s1/metrics.json	cce495dd9a022174f50364e486284adc228be4be832ae5feefc650a64636f4af	False	extension
Llama-3.1-8B-Instruct	tulu	43	functional_hns_a05	magicoder	59.756097560975604	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed43__functional_hns_a05/metrics.json	1938ab09e2ea3752bc7d11afc17c478bef821945fb365aefdde0d68778e779ba	False	extension
Llama-3.1-8B-Instruct	tulu	43	functional_hns_a10	magicoder	59.756097560975604	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed43__functional_hns_a10/metrics.json	d5b0d736c1ed5c345c58d37edc6c3d8445d1e0bbbdf7ebaf4ba682ceb238d27a	False	extension
Llama-3.1-8B-Instruct	tulu	43	functional_flat	magicoder	61.58536585365854	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed43__functional_flat/metrics.json	1a302a04caa2cc3dd2bc8b6421fe524d16b0a333507c7ac4473e9260cf9498cd	False	extension
Llama-3.1-8B-Instruct	magicoder	44	original_lora	magicoder	53.65853658536586	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed44__original_lora/metrics.json	8d7106f004b93928772511796adbca164d7bb345a7858de766ab7652873c9e9c	False	extension
Llama-3.1-8B-Instruct	magicoder	44	hns_f4_s1	magicoder	53.65853658536586	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed44__hns_f4_s1/metrics.json	ef3f5b1b1ff5a62eef7b3a89c4d295f1271359d2bcab94fdb187f30dd9af8f23	False	extension
Llama-3.1-8B-Instruct	magicoder	44	functional_hns_a05	magicoder	55.487804878048784	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed44__functional_hns_a05/metrics.json	82b396b0aad1d5ef55bb9dc051ac17309f5074ed3c164ab247b1b78807ffaa55	False	extension
Llama-3.1-8B-Instruct	magicoder	44	functional_hns_a10	magicoder	54.87804878048781	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed44__functional_hns_a10/metrics.json	abdd433ad34bf5abad99c8ded3e3339d5ee13a7cf454a536e8277e7419581511	False	extension
Llama-3.1-8B-Instruct	magicoder	44	functional_flat	magicoder	54.268292682926834	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed44__functional_flat/metrics.json	3728121ba09c405994e56d2e218c00a93b706584115d8aa3444a11e28928cbb9	False	extension
Llama-3.1-8B-Instruct	metamath	44	original_lora	magicoder	55.487804878048784	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed44__original_lora/metrics.json	18f858af43cac9a34bba2fffba9875d38d13573d054a1cc378bd7a87d591be6f	False	extension
Llama-3.1-8B-Instruct	metamath	44	hns_f4_s1	magicoder	53.65853658536586	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed44__hns_f4_s1/metrics.json	dd6d4a8761dc2ff2fa2c0a541867c30f303cc82634173a0a54fca564aeff2f66	False	extension
Llama-3.1-8B-Instruct	metamath	44	functional_hns_a05	magicoder	54.268292682926834	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed44__functional_hns_a05/metrics.json	9b396fc74d5801fb8e34e3a341d1acab5a277ab2b020135b95bbed38709f4ef2	False	extension
Llama-3.1-8B-Instruct	metamath	44	functional_hns_a10	magicoder	53.65853658536586	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed44__functional_hns_a10/metrics.json	49ee23cc2997d55ef1f1a0fcf56266a7d97fe366bf756569a694043545debd13	False	extension
Llama-3.1-8B-Instruct	metamath	44	functional_flat	magicoder	53.04878048780488	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed44__functional_flat/metrics.json	3fc4692dfa78e3ab6c0a5d08cb60df8bee198eb51926330715784221563e09ed	False	extension
Llama-3.1-8B-Instruct	tulu	44	original_lora	magicoder	64.02439024390245	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed44__original_lora/metrics.json	d54473c850e9d1fc0a7782bf04061c916f94b16d1a23a2c9f77e888f47c740ed	False	extension
Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1	magicoder	62.80487804878049	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed44__hns_f4_s1/metrics.json	8d3aa7d33f828fbce8fa93c7b8238ea1e1bd3ee9f776de53b8467e73f07306e7	False	extension
Llama-3.1-8B-Instruct	tulu	44	functional_hns_a05	magicoder	63.41463414634146	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed44__functional_hns_a05/metrics.json	d32e2a84f6adbd89355c50f44dd1a791df76f1edc89f8eca3f0265ae48204718	False	extension
Llama-3.1-8B-Instruct	tulu	44	functional_hns_a10	magicoder	61.58536585365854	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed44__functional_hns_a10/metrics.json	3f812a86c96fa313a58dce52c8cfa9e1b8848bf4e3d552223b1ec82befd9b6bd	False	extension
Llama-3.1-8B-Instruct	tulu	44	functional_flat	magicoder	62.80487804878049	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed44__functional_flat/metrics.json	a02ee9d6cc8718d32692c117c57a6d75f48f99ff4c123ae6d4c71ddefe3dc19a	False	extension
Llama-3.1-8B-Instruct	magicoder	42	original_lora	magicoder	53.65853658536586	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed42__original_lora/metrics.json	16e93df240fd877999d0e6b4dbc6c73738bb0030934f37e19b15ac55c8ff0579	False	extension
Llama-3.1-8B-Instruct	magicoder	42	hns_f4_s1	magicoder	54.87804878048781	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed42__hns_f4_s1/metrics.json	bbb66ce22cc7a0e3a4be028258edea1304a1845a48fd1243a6078c2345eb3d45	False	extension
Llama-3.1-8B-Instruct	magicoder	42	functional_hns_a05	magicoder	54.268292682926834	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed42__functional_hns_a05/metrics.json	727a15d3500b52e8db1c7d6238d783a67cc1a5689488a6c81387cd4417f10399	False	extension
Llama-3.1-8B-Instruct	magicoder	42	functional_hns_a10	magicoder	54.87804878048781	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed42__functional_hns_a10/metrics.json	6b041f42819578784e6c9597f478c783f262f37eede42cb9f70eea9292a3b28a	False	extension
Llama-3.1-8B-Instruct	magicoder	42	functional_flat	magicoder	54.87804878048781	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/magicoder__seed42__functional_flat/metrics.json	d59b3c2748d08380607a174e15e9e2568b8c0fe560d32608dfd216d6594c48b8	False	extension
Llama-3.1-8B-Instruct	metamath	42	original_lora	magicoder	54.268292682926834	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed42__original_lora/metrics.json	e5c5c01c46577e5319e2f17f1f58338784bba1efbc163ab8ff7d2c5c2cb4dffe	False	extension
Llama-3.1-8B-Instruct	metamath	42	hns_f4_s1	magicoder	61.58536585365854	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed42__hns_f4_s1/metrics.json	ca222a5703bf377fd72e8ee1c9b3ce3860c665e988e52b7ab3ef8e968b82d064	False	extension
Llama-3.1-8B-Instruct	metamath	42	functional_hns_a05	magicoder	60.36585365853659	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed42__functional_hns_a05/metrics.json	2ecf3354a962c8868bad753080aebff20592c498aa0c0d61c8e62b2dd6e78a2c	False	extension
Llama-3.1-8B-Instruct	metamath	42	functional_hns_a10	magicoder	58.536585365853654	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed42__functional_hns_a10/metrics.json	13f5c24ab7587aa20ffa11c4ef7bd371a66ed821aeda1bf40b36ae3945920469	False	extension
Llama-3.1-8B-Instruct	metamath	42	functional_flat	magicoder	59.14634146341463	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/metamath__seed42__functional_flat/metrics.json	ceeb74f727908b1a38641a0b0c641ed541ca918cae5b4ce1e6876f3c84c49fbf	False	extension
Llama-3.1-8B-Instruct	tulu	42	original_lora	magicoder	63.41463414634146	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__original_lora/metrics.json	fa0cd87f5585116df23c38d807aecbccad0f8fcece383b344fcd16e575ef7503	False	extension
Llama-3.1-8B-Instruct	tulu	42	hns_f4_s1	magicoder	62.80487804878049	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__hns_f4_s1/metrics.json	a347e5f884cb94b7ecd7fa8a71a13b5e704e5278dd5e044c19f95e07b9af9261	False	extension
Llama-3.1-8B-Instruct	tulu	42	functional_hns_a05	magicoder	61.58536585365854	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__functional_hns_a05/metrics.json	cfd1bed1f36007448d1822bac2d23bcb56e60d1584ebd0d14882fa389c654dab	False	extension
Llama-3.1-8B-Instruct	tulu	42	functional_hns_a10	magicoder	58.536585365853654	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__functional_hns_a10/metrics.json	1d6f87f03639f01d812b6ee3fdf2e48f5b6a5b519a7e937c0aaf4ba67c9b5782	False	extension
Llama-3.1-8B-Instruct	tulu	42	functional_flat	magicoder	59.14634146341463	164	pass_at_1	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/magicoder/tulu__seed42__functional_flat/metrics.json	51af83ff03651e70cf9dc094231a02018c558091f59fa0db81f35b7302d389e8	False	extension
Llama-3.1-8B-Instruct	base		base	metamath	62.39575435936315	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/base/metrics.json	6f3a57d4ccd0c7cdeb9fde5d6f5c4dc1dde5dbdfba18ba14099b443b71a9abfa	False	extension
Llama-3.1-8B-Instruct	magicoder	43	original_lora	metamath	63.76042456406369	1319	strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/functional_hns_three_seed_20260914/eval/Llama-3.1-8B-Instruct/metamath/magicoder__seed43__original_lora/metrics.json	d096b66f827828b8f5559d1164cf84b28da860e0e9d96f80fa7ba89dcdd26cb8	False	extension
