base	train_task	seed	method	subtask	score	samples
Llama-3.1-8B-Instruct	metamath	44	dg_hard	hellaswag	43.64668392750448	10042
Llama-3.1-8B-Instruct	metamath	44	dg_hard	openbookqa	67.2	500
Llama-3.1-8B-Instruct	metamath	44	dg_hard	piqa	67.89989118607181	1838
Llama-3.1-8B-Instruct	metamath	44	dg_hard	siqa	65.55783009211873	1954
Llama-3.1-8B-Instruct	metamath	44	dg_hard	winogrande	53.591160220994475	1267
Llama-3.1-8B-Instruct	metamath	44	hns_f4_s1	arc_challenge	71.84300341296928	1172
Llama-3.1-8B-Instruct	metamath	44	hns_f4_s1	arc_easy	88.04713804713805	2376
Llama-3.1-8B-Instruct	metamath	44	hns_f4_s1	boolq	84.95412844036697	3270
Llama-3.1-8B-Instruct	metamath	44	hns_f4_s1	hellaswag	57.9964150567616	10042
Llama-3.1-8B-Instruct	metamath	44	hns_f4_s1	openbookqa	71.2	500
Llama-3.1-8B-Instruct	metamath	44	hns_f4_s1	piqa	75.1904243743199	1838
Llama-3.1-8B-Instruct	metamath	44	hns_f4_s1	siqa	68.32139201637666	1954
Llama-3.1-8B-Instruct	metamath	44	hns_f4_s1	winogrande	57.537490134175215	1267
Llama-3.1-8B-Instruct	tulu	44	original_lora	arc_challenge	76.36518771331058	1172
Llama-3.1-8B-Instruct	tulu	44	original_lora	arc_easy	90.53030303030303	2376
Llama-3.1-8B-Instruct	tulu	44	original_lora	boolq	86.5137614678899	3270
Llama-3.1-8B-Instruct	tulu	44	original_lora	hellaswag	57.37900816570405	10042
Llama-3.1-8B-Instruct	tulu	44	original_lora	openbookqa	74.0	500
Llama-3.1-8B-Instruct	tulu	44	original_lora	piqa	81.55603917301416	1838
Llama-3.1-8B-Instruct	tulu	44	original_lora	siqa	69.9078812691914	1954
Llama-3.1-8B-Instruct	tulu	44	original_lora	winogrande	53.591160220994475	1267
Llama-3.1-8B-Instruct	tulu	44	flat_fro	arc_challenge	73.20819112627987	1172
Llama-3.1-8B-Instruct	tulu	44	flat_fro	arc_easy	89.01515151515152	2376
Llama-3.1-8B-Instruct	tulu	44	flat_fro	boolq	85.99388379204893	3270
Llama-3.1-8B-Instruct	tulu	44	flat_fro	hellaswag	51.643098984266075	10042
Llama-3.1-8B-Instruct	tulu	44	flat_fro	openbookqa	70.39999999999999	500
Llama-3.1-8B-Instruct	tulu	44	flat_fro	piqa	81.50163220892274	1838
Llama-3.1-8B-Instruct	tulu	44	flat_fro	siqa	69.75435005117707	1954
Llama-3.1-8B-Instruct	tulu	44	flat_fro	winogrande	56.74822415153907	1267
Llama-3.1-8B-Instruct	tulu	44	flat_nuclear	arc_challenge	72.61092150170649	1172
Llama-3.1-8B-Instruct	tulu	44	flat_nuclear	arc_easy	88.76262626262627	2376
Llama-3.1-8B-Instruct	tulu	44	flat_nuclear	boolq	85.68807339449542	3270
Llama-3.1-8B-Instruct	tulu	44	flat_nuclear	hellaswag	50.45807608046206	10042
Llama-3.1-8B-Instruct	tulu	44	flat_nuclear	openbookqa	69.19999999999999	500
Llama-3.1-8B-Instruct	tulu	44	flat_nuclear	piqa	81.17519042437432	1838
Llama-3.1-8B-Instruct	tulu	44	flat_nuclear	siqa	69.49846468781986	1954
Llama-3.1-8B-Instruct	tulu	44	flat_nuclear	winogrande	55.406471981057614	1267
Llama-3.1-8B-Instruct	tulu	44	dg_hard	arc_challenge	76.36518771331058	1172
Llama-3.1-8B-Instruct	tulu	44	dg_hard	arc_easy	90.53030303030303	2376
Llama-3.1-8B-Instruct	tulu	44	dg_hard	boolq	86.5137614678899	3270
Llama-3.1-8B-Instruct	tulu	44	dg_hard	hellaswag	57.37900816570405	10042
Llama-3.1-8B-Instruct	tulu	44	dg_hard	openbookqa	74.0	500
Llama-3.1-8B-Instruct	tulu	44	dg_hard	piqa	81.55603917301416	1838
Llama-3.1-8B-Instruct	tulu	44	dg_hard	siqa	69.9078812691914	1954
Llama-3.1-8B-Instruct	tulu	44	dg_hard	winogrande	53.591160220994475	1267
Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1	arc_challenge	72.7815699658703	1172
Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1	arc_easy	88.93097643097643	2376
Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1	boolq	85.77981651376146	3270
Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1	hellaswag	50.56761601274646	10042
Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1	openbookqa	69.19999999999999	500
Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1	piqa	81.12078346028292	1838
Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1	siqa	69.75435005117707	1954
Llama-3.1-8B-Instruct	tulu	44	hns_f4_s1	winogrande	55.88003157063931	1267
