base	train_task	seed	method	eval_task	score	samples	primary_metric	metrics_path	predictions_path
Qwen3-8B	tulu	43	hns_f4_s1	tulu	72.45841035120148	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/tulu__seed43__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/tulu__seed43__hns_f4_s1/predictions.jsonl
Qwen3-8B	magicoder	44	original_lora	tulu	68.02218114602587	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/magicoder__seed44__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/magicoder__seed44__original_lora/predictions.jsonl
Qwen3-8B	magicoder	44	flat_fro	tulu	71.34935304990758	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/magicoder__seed44__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/magicoder__seed44__flat_fro/predictions.jsonl
Qwen3-8B	magicoder	44	flat_nuclear	tulu	70.0554528650647	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/magicoder__seed44__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/magicoder__seed44__flat_nuclear/predictions.jsonl
Qwen3-8B	magicoder	44	dg_hard	tulu	68.02218114602587	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/magicoder__seed44__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/magicoder__seed44__dg_hard/predictions.jsonl
Qwen3-8B	magicoder	44	hns_f4_s1	tulu	70.97966728280961	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/magicoder__seed44__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/magicoder__seed44__hns_f4_s1/predictions.jsonl
Qwen3-8B	metamath	44	original_lora	tulu	66.72828096118299	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/metamath__seed44__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/metamath__seed44__original_lora/predictions.jsonl
Qwen3-8B	metamath	44	flat_fro	tulu	71.53419593345656	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/metamath__seed44__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/metamath__seed44__flat_fro/predictions.jsonl
Qwen3-8B	metamath	44	flat_nuclear	tulu	70.24029574861368	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/metamath__seed44__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/metamath__seed44__flat_nuclear/predictions.jsonl
Qwen3-8B	metamath	44	dg_hard	tulu	66.72828096118299	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/metamath__seed44__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/metamath__seed44__dg_hard/predictions.jsonl
Qwen3-8B	metamath	44	hns_f4_s1	tulu	70.60998151571165	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/metamath__seed44__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/metamath__seed44__hns_f4_s1/predictions.jsonl
Qwen3-8B	tulu	44	original_lora	tulu	66.91312384473198	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/tulu__seed44__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/tulu__seed44__original_lora/predictions.jsonl
Qwen3-8B	tulu	44	flat_fro	tulu	69.31608133086876	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/tulu__seed44__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/tulu__seed44__flat_fro/predictions.jsonl
Qwen3-8B	tulu	44	flat_nuclear	tulu	71.53419593345656	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/tulu__seed44__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/tulu__seed44__flat_nuclear/predictions.jsonl
Qwen3-8B	tulu	44	dg_hard	tulu	66.91312384473198	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/tulu__seed44__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/tulu__seed44__dg_hard/predictions.jsonl
Qwen3-8B	tulu	44	hns_f4_s1	tulu	70.97966728280961	541	prompt_level_strict_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/tulu__seed44__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/tulu/tulu__seed44__hns_f4_s1/predictions.jsonl
Qwen3-8B	base		base	commonsense	82.67503434198252	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/base/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/base/predictions.jsonl
Qwen3-8B	magicoder	42	original_lora	commonsense	83.66224435780832	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed42__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed42__original_lora/predictions.jsonl
Qwen3-8B	magicoder	42	flat_fro	commonsense	84.07080908784936	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed42__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed42__flat_fro/predictions.jsonl
Qwen3-8B	magicoder	42	flat_nuclear	commonsense	83.56493812974526	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed42__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed42__flat_nuclear/predictions.jsonl
Qwen3-8B	magicoder	42	dg_hard	commonsense	83.66224435780832	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed42__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed42__dg_hard/predictions.jsonl
Qwen3-8B	magicoder	42	hns_f4_s1	commonsense	83.65273723214618	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed42__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed42__hns_f4_s1/predictions.jsonl
Qwen3-8B	metamath	42	original_lora	commonsense	83.12655978192834	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed42__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed42__original_lora/predictions.jsonl
Qwen3-8B	metamath	42	flat_fro	commonsense	84.39515016792652	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed42__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed42__flat_fro/predictions.jsonl
Qwen3-8B	metamath	42	flat_nuclear	commonsense	84.66356387089824	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed42__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed42__flat_nuclear/predictions.jsonl
Qwen3-8B	metamath	42	dg_hard	commonsense	83.12655978192834	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed42__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed42__dg_hard/predictions.jsonl
Qwen3-8B	metamath	42	hns_f4_s1	commonsense	84.61988734853911	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed42__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed42__hns_f4_s1/predictions.jsonl
Qwen3-8B	tulu	42	original_lora	commonsense	84.29127334064447	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed42__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed42__original_lora/predictions.jsonl
Qwen3-8B	tulu	42	flat_fro	commonsense	84.54642614988644	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed42__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed42__flat_fro/predictions.jsonl
Qwen3-8B	tulu	42	flat_nuclear	commonsense	84.49361978560923	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed42__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed42__flat_nuclear/predictions.jsonl
Qwen3-8B	tulu	42	dg_hard	commonsense	84.29127334064447	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed42__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed42__dg_hard/predictions.jsonl
Qwen3-8B	tulu	42	hns_f4_s1	commonsense	84.457699756602	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed42__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed42__hns_f4_s1/predictions.jsonl
Qwen3-8B	magicoder	43	original_lora	commonsense	83.80252203736919	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed43__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed43__original_lora/predictions.jsonl
Qwen3-8B	magicoder	43	flat_fro	commonsense	83.87562970588966	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed43__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed43__flat_fro/predictions.jsonl
Qwen3-8B	magicoder	43	flat_nuclear	commonsense	83.47686059999856	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed43__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed43__flat_nuclear/predictions.jsonl
Qwen3-8B	magicoder	43	dg_hard	commonsense	83.80252203736919	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed43__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed43__dg_hard/predictions.jsonl
Qwen3-8B	magicoder	43	hns_f4_s1	commonsense	83.4453448407783	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed43__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed43__hns_f4_s1/predictions.jsonl
Qwen3-8B	metamath	43	original_lora	commonsense	83.41748043941848	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed43__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed43__original_lora/predictions.jsonl
Qwen3-8B	metamath	43	flat_fro	commonsense	84.6856770766766	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed43__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed43__flat_fro/predictions.jsonl
Qwen3-8B	metamath	43	flat_nuclear	commonsense	84.64785909915585	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed43__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed43__flat_nuclear/predictions.jsonl
Qwen3-8B	metamath	43	dg_hard	commonsense	83.41748043941848	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed43__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed43__dg_hard/predictions.jsonl
Qwen3-8B	metamath	43	hns_f4_s1	commonsense	84.6918197379783	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed43__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed43__hns_f4_s1/predictions.jsonl
Qwen3-8B	tulu	43	original_lora	commonsense	84.50849771986391	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed43__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed43__original_lora/predictions.jsonl
Qwen3-8B	tulu	43	flat_fro	commonsense	84.54151636965935	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed43__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed43__flat_fro/predictions.jsonl
Qwen3-8B	tulu	43	flat_nuclear	commonsense	84.64082575125546	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed43__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed43__flat_nuclear/predictions.jsonl
Qwen3-8B	tulu	43	dg_hard	commonsense	84.50849771986391	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed43__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed43__dg_hard/predictions.jsonl
Qwen3-8B	tulu	43	hns_f4_s1	commonsense	84.60833296815858	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed43__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed43__hns_f4_s1/predictions.jsonl
Qwen3-8B	magicoder	44	original_lora	commonsense	83.55814378780792	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed44__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed44__original_lora/predictions.jsonl
Qwen3-8B	magicoder	44	flat_fro	commonsense	83.92969566589271	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed44__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed44__flat_fro/predictions.jsonl
Qwen3-8B	magicoder	44	flat_nuclear	commonsense	83.55264683136454	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed44__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed44__flat_nuclear/predictions.jsonl
Qwen3-8B	magicoder	44	dg_hard	commonsense	83.55814378780792	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed44__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed44__dg_hard/predictions.jsonl
Qwen3-8B	magicoder	44	hns_f4_s1	commonsense	83.48186533343954	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed44__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/magicoder__seed44__hns_f4_s1/predictions.jsonl
Qwen3-8B	metamath	44	original_lora	commonsense	82.96161534896042	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed44__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed44__original_lora/predictions.jsonl
Qwen3-8B	metamath	44	flat_fro	commonsense	84.40197347892624	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed44__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed44__flat_fro/predictions.jsonl
Qwen3-8B	metamath	44	flat_nuclear	commonsense	84.49776075576756	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed44__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed44__flat_nuclear/predictions.jsonl
Qwen3-8B	metamath	44	dg_hard	commonsense	82.96161534896042	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed44__dg_hard/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed44__dg_hard/predictions.jsonl
Qwen3-8B	metamath	44	hns_f4_s1	commonsense	84.48500083338453	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed44__hns_f4_s1/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/metamath__seed44__hns_f4_s1/predictions.jsonl
Qwen3-8B	tulu	44	original_lora	commonsense	84.36361898487202	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed44__original_lora/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed44__original_lora/predictions.jsonl
Qwen3-8B	tulu	44	flat_fro	commonsense	84.54721946788777	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed44__flat_fro/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed44__flat_fro/predictions.jsonl
Qwen3-8B	tulu	44	flat_nuclear	commonsense	84.51052850840416	22419	macro_accuracy	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed44__flat_nuclear/metrics.json	/dataset1/zailong/workspace/peft-sft-lab/reports/posthoc_flat_dghard_forgetting_three_seed_20260913/eval/Qwen3-8B/commonsense/tulu__seed44__flat_nuclear/predictions.jsonl
